county,zip,address,snapshot
Sawyer,13380,"Lac Courte Oreilles Tribal Health Center 13380 W. Trepania Road Hayward, WI 54843 ",2020-09-28 06:33:03
Shawano,54166,"311 North Main St., Courthouse Shawano, WI 54166 ",2020-09-28 06:33:03
Shawano,12802,"Stockbridge-Munsee Wellness Center W12802 County Highway A Bowler, WI 54416 ",2020-09-28 06:33:03
Sheboygan,53081,"1011 North 8th St. Sheboygan, WI 53081 ",2020-09-28 06:33:03
Taylor,54451,"224 South 2nd St. Medford, WI 54451 ",2020-09-28 06:33:03
Trempealeau,36245,"36245 Main St. Whitehall, WI 54773 ",2020-09-28 06:33:03
Vernon,54655,"318 Fairlane Drive (County Hwy BB) PO BOX 209 Viroqua, WI 54655-6138 ",2020-09-28 06:33:03
Vilas,54521,"330 Court Street. Eagle River, WI 54521 ",2020-09-28 06:33:03
Vilas,54538,"Peter Christensen Health Center 129 Old Abe Road Lac du Flambeau, WI 54538 ",2020-09-28 06:33:03
Walworth,53121,"W4051 County Road NN, PO Box 1005 Elkhorn, WI 53121 ",2020-09-28 06:33:03
Washburn,54801,"222 Oak St. Spooner, WI 54801 ",2020-09-28 06:33:03
Washington,53095,"333 East Washington St., Suite 1100 PO Box 2003 West Bend, WI 53095-2003 ",2020-09-28 06:33:03
Waukesha,53188,"514 Riverview Ave. Waukesha, WI 53188 ",2020-09-28 06:33:03
Waupaca,54981,"811 Harding St. Waupaca, WI 54981 ",2020-09-28 06:33:03
Waushara,54982,"400 South Townline Rd Wautoma, WI 54982 ",2020-09-28 06:33:03
Winnebago,54901,"112 Otter Ave. PO Box 2808 Oshkosh, WI 54901-5008 ",2020-09-28 06:33:03
Winnebago,54956,"211 N. Commercial St. Neenah, WI 54956 ",2020-09-28 06:33:03
Wood,54495,"111 W. Jackson St. Wisconsin Rapids, WI 54495 ",2020-09-28 06:33:03
Wood,54457,"Nekoosa Health Office 1021 County Hwy. G Nekoosa, WI 54457 ",2020-09-28 06:33:03
Adams,53948,"200 Hickory Street Mauston, WI 53948 ",2015-08-01 04:10:55
Ashland,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2015-08-01 04:10:55
Ashland,53585,"Bad River Health Center 53585 Nokomis Road Ashland, WI 54806 ",2015-08-01 04:10:55
Barron,54812,"335 E. Monroe Ave., Room 338 Barron, WI 54812 ",2015-08-01 04:10:55
Barron,54893,"St. Croix Tribal Center 4404 State Road 70 Webster, WI 54893 ",2015-08-01 04:10:55
Bayfield,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2015-08-01 04:10:55
Bayfield,36745,"Red Cliff Community Health 36745 Aiken Road Bayfield, WI 54814 ",2015-08-01 04:10:55
Brown,54301,"622 Bodart St. Green Bay, WI 54301 ",2015-08-01 04:10:55
Brown,54155,"525 Airport Road PO Box 365 Oneida, WI 54155 ",2015-08-01 04:10:55
Buffalo,54610,"407 S. 2nd St. Alma, WI 54610 ",2015-08-01 04:10:55
Burnett,24467,"24467 State Road 35 70 Siren, WI 54872 ",2015-08-01 04:10:55
Burnett,54893,"St. Croix Tribal Health Center 4404 State Road 70 Webster, WI 54893 ",2015-08-01 04:10:55
Calumet,53014,"206 Court St. Chilton, WI 53014 ",2015-08-01 04:10:55
Chippewa,54729,"711 North Bridge St. Chippewa Falls, WI 54729 ",2015-08-01 04:10:55
Clark,54460,"W4266 CTH X Owen, WI 54460 ",2015-08-01 04:10:55
Columbia,53901,"111 E. Mullett St. Portage, WI 53901 ",2015-08-01 04:10:55
Crawford,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2015-08-01 04:10:55
Dane,53704,"2705 E. Washington Ave. Madison, WI 53704-5002 ",2015-08-01 04:10:55
Dodge,53039,"199 County Road DF Juneau, WI 53039 ",2015-08-01 04:10:55
Door,54235,"421 Nebraska St. Sturgeon Bay, WI 54235 ",2015-08-01 04:10:55
Douglas,54880,"1805 North 14th St., Suite 4 Superior, WI 54880 ",2015-08-01 04:10:55
Dunn,54751,"3001 State Hwy 12E Menomonie, WI 54751 ",2015-08-01 04:10:55
Eau Claire,54703,"720 2nd Ave. Eau Claire, WI 54703 ",2015-08-01 04:10:55
Florence,54121,"501 Lake Ave. Florence, WI 54121 ",2015-08-01 04:10:55
Fond du Lac,54935,"160 South Macy St. Fond du Lac, WI 54935 ",2015-08-01 04:10:55
Forest,54520,"200 East Madison St., Courthouse Crandon, WI 54520 ",2015-08-01 04:10:55
Forest,54520,"Mole Lake Health Office 3144 Vanzile Road Crandon, WI 54520 ",2015-08-01 04:10:55
Forest,54520,"8201 Mish Ko Swen Drive Crandon, WI 54520 ",2015-08-01 04:10:55
Grant,53813,"111 S. Jefferson St. Lancaster, WI 53813 ",2015-08-01 04:10:55
Green,53566,"N3150 Hwy 81 Monroe, WI 53566 ",2015-08-01 04:10:55
Green Lake,54982,"400 South Townline Road Wautoma, WI 54982 ",2015-08-01 04:10:55
Iowa,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2015-08-01 04:10:55
Iron,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2015-08-01 04:10:55
Jackson,54615,"421 County Road R Black River Falls, WI 54615 ",2015-08-01 04:10:55
Jackson,54615,"Black River Falls Health Office 6520 Lumberjack Guy Road Black River Falls, WI 54615 ",2015-08-01 04:10:55
Jefferson,53549,"1541 Annex Road Jefferson, WI 53549 ",2015-08-01 04:10:55
Juneau,53948,"200 Hickory Street Mauston, WI 53948 ",2015-08-01 04:10:55
Kenosha,53143,"2000 63rd St. Kenosha, WI 53143 ",2015-08-01 04:10:55
Kewaunee,54216,"810 Lincoln St. Kewaunee, WI 54216 ",2015-08-01 04:10:55
La Crosse,54601,"300 Fourth St. North La Crosse, WI 54601 ",2015-08-01 04:10:55
Lafayette,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2015-08-01 04:10:55
Langlade,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2015-08-01 04:10:55
Lincoln,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2015-08-01 04:10:55
Manitowoc,54220,1028 S. 9th St. Manitowoc WI 54220 ,2015-08-01 04:10:55
Marathon,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2015-08-01 04:10:55
Marinette,54143,"2500 Hall Ave., Suite C Marinette, WI 54143 ",2015-08-01 04:10:55
Marquette,54982,"400 South Townline Road Wautoma, WI 54982 ",2015-08-01 04:10:55
Menominee,54135,"PO Box 970 W3275 Wolf River Road Keshena, WI 54135 ",2015-08-01 04:10:55
Milwaukee,53214,"7120 West National Ave. West Allis, WI 53214 ",2015-08-01 04:10:55
Milwaukee,53116,"5050 S. Lake Drive Cudahy, WI 53116 ",2015-08-01 04:10:55
Milwaukee,53220,"7325 West Forest Home Ave. Greenfield, WI 53220 ",2015-08-01 04:10:55
Milwaukee,53233,"1218 West Kilbourn Ave, Suite 207 Milwaukee, WI 53233 ",2015-08-01 04:10:55
Milwaukee,53204,"1337 South Cesar Chavez Drive Milwaukee, WI 53204 ",2015-08-01 04:10:55
Milwaukee,53215,"1445 South 32nd St. Milwaukee, WI 53215 ",2015-08-01 04:10:55
Milwaukee,53218,"Northwest Health Center 7630 West Mill Road Milwaukee, WI 53218 ",2015-08-01 04:10:55
Milwaukee,53216,"Keenan WIC Project 3200 N 36th St. Milwaukee, WI 53216 ",2015-08-01 04:10:55
Milwaukee,53204,"South Side Health Center (SSHC) 1639 S. 23rd St., First Floor Milwaukee, WI 53204 ",2015-08-01 04:10:55
Milwaukee,53212,"2555 North Dr. Martin Luther King Jr. Drive Milwaukee, WI 53212 ",2015-08-01 04:10:55
Milwaukee,53206,"3882 North Teutonia Ave. Milwaukee, WI 53206 ",2015-08-01 04:10:55
Milwaukee,53216,"5825 West Capitol Drive Milwaukee, WI 53216 ",2015-08-01 04:10:55
Milwaukee,53208,"4630 W. North Ave. Milwaukee, WI 53208 ",2015-08-01 04:10:55
Monroe,54656,"315 West Oak St., Suite B Sparta, WI 54656 ",2015-08-01 04:10:55
Oconto,54153,"501 Park Ave. Oconto, WI 54153 ",2015-08-01 04:10:55
Oneida,54501,"100 West Keenan St. Rhinelander, WI 54501 ",2015-08-01 04:10:55
Outagamie,54911,"320 South Walnut St. Appleton, WI 54911 ",2015-08-01 04:10:55
Ozaukee,53074,"121 W. Main St. Port Washington, WI 53074 ",2015-08-01 04:10:55
Pepin,54011,"412 W Kinne St Ellsworth, WI 54011 ",2015-08-01 04:10:55
Pierce,54011,"412 West Kinne St. Ellsworth, WI 54011 ",2015-08-01 04:10:55
Polk,54810,"100 Polk County Plaza Suite 180 Balsam Lake, WI 54810 ",2015-08-01 04:10:55
Polk,54893,"St. Croix Tribal Center 4040 State Road 70 Webster, WI 54893 ",2015-08-01 04:10:55
Portage,54481,"817 Whiting Ave. Stevens Point, WI 54481 ",2015-08-01 04:10:55
Price,54555,"104 South Eyder Ave. Phillips, WI 54555 ",2015-08-01 04:10:55
Racine,53404,"Health and Nutrition Service of Racine, Inc. 2316 Rapids Drive Racine, WI 53404 ",2015-08-01 04:10:55
Richland,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2015-08-01 04:10:55
Rock,53545,"32 East Racine St, Janesville, WI 53545 ",2015-08-01 04:10:55
Rock,53511,"46 Eclipse Center Beloit, WI 53511-3550 Phone: 608-362-1566 Fax: 608-362-6310 Email: nutrition53511@sbcglobal.net Website: www.nhawic.org",2015-08-01 04:10:55
Rusk,54848,"311 Miner Ave. East, Suite C220 Ladysmith, WI 54848 ",2015-08-01 04:10:55
St. Croix,54017,"1752 Dorset Lane New Richmond, WI 54017 ",2015-08-01 04:10:55
Sauk,53913,"505 Broadway Baraboo, WI 53913 ",2015-08-01 04:10:55
Sauk,53913,"Ho Chunk House of Wellness Center S2845 White Eagle Road Baraboo, WI 53913 ",2015-08-01 04:10:55
Sawyer,10610,"10610 Main St., Suite 224 Hayward, WI 54843 ",2015-08-01 04:10:55
Sawyer,13380,"Lac Courte Oreilles Tribal Health Center 13380 W. Trepania Road Hayward, WI 54843 ",2015-08-01 04:10:55
Shawano,54166,"311 North Main St., Courthouse Shawano, WI 54166 ",2015-08-01 04:10:55
Shawano,12802,"Stockbridge-Munsee Wellness Center W12802 County Highway A Bowler, WI 54416 ",2015-08-01 04:10:55
Sheboygan,53081,"1011 North 8th St. Sheboygan, WI 53081 ",2015-08-01 04:10:55
Taylor,54451,"224 South 2nd St. Medford, WI 54451 ",2015-08-01 04:10:55
Trempealeau,36245,"36245 Main St. Whitehall, WI 54773 ",2015-08-01 04:10:55
Vernon,54655,"318 Fairlane Drive (County Hwy BB) PO BOX 209 Viroqua, WI 54655-6138 ",2015-08-01 04:10:55
Vilas,54521,"330 Court Street. Eagle River, WI 54521 ",2015-08-01 04:10:55
Vilas,54538,"Peter Christensen Health Center 129 Old Abe Road Lac du Flambeau, WI 54538 ",2015-08-01 04:10:55
Walworth,53121,"W4051 County Road NN, PO Box 1005 Elkhorn, WI 53121 ",2015-08-01 04:10:55
Washburn,54801,"222 Oak St. Spooner, WI 54801 ",2015-08-01 04:10:55
Washington,53095,"333 East Washington St., Suite 1100 PO Box 2003 West Bend, WI 53095-2003 ",2015-08-01 04:10:55
Waukesha,53188,"514 Riverview Ave. Waukesha, WI 53188 ",2015-08-01 04:10:55
Waupaca,54981,"811 Harding St. Waupaca, WI 54981 ",2015-08-01 04:10:55
Waushara,54982,"400 South Townline Rd Wautoma, WI 54982 ",2015-08-01 04:10:55
Winnebago,54901,"112 Otter Ave. PO Box 2808 Oshkosh, WI 54901-5008 ",2015-08-01 04:10:55
Winnebago,54956,"211 N. Commercial St. Neenah, WI 54956 ",2015-08-01 04:10:55
Wood,54495,"111 W. Jackson St. Wisconsin Rapids, WI 54495 ",2015-08-01 04:10:55
Wood,54457,"Nekoosa Health Office 1021 County Hwy. G Nekoosa, WI 54457 ",2015-08-01 04:10:55
Adams,53948,"200 Hickory Street Mauston, WI 53948 ",2018-05-01 18:07:26
Ashland,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2018-05-01 18:07:26
Ashland,53585,"Bad River Health Center 53585 Nokomis Road Ashland, WI 54806 ",2018-05-01 18:07:26
Barron,54812,"335 E. Monroe Ave., Room 338 Barron, WI 54812 ",2018-05-01 18:07:26
Barron,54893,"St. Croix Tribal Center 4404 State Road 70 Webster, WI 54893 ",2018-05-01 18:07:26
Bayfield,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2018-05-01 18:07:26
Bayfield,36745,"Red Cliff Community Health 36745 Aiken Road Bayfield, WI 54814 ",2018-05-01 18:07:26
Brown,54301,"622 Bodart St. Green Bay, WI 54301 ",2018-05-01 18:07:26
Brown,54155,"525 Airport Road PO Box 365 Oneida, WI 54155 ",2018-05-01 18:07:26
Buffalo,54610,"407 S. 2nd St. Alma, WI 54610 ",2018-05-01 18:07:26
Burnett,24467,"24467 State Road 35 70 Siren, WI 54872 ",2018-05-01 18:07:26
Burnett,54893,"St. Croix Tribal Health Center 4404 State Road 70 Webster, WI 54893 ",2018-05-01 18:07:26
Calumet,53014,"206 Court St. Chilton, WI 53014 ",2018-05-01 18:07:26
Chippewa,54729,"711 North Bridge St. Chippewa Falls, WI 54729 ",2018-05-01 18:07:26
Clark,54460,"W4266 CTH X Owen, WI 54460 ",2018-05-01 18:07:26
Columbia,53901,"111 E. Mullett St. Portage, WI 53901 ",2018-05-01 18:07:26
Crawford,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2018-05-01 18:07:26
Dane,53704,"2705 E. Washington Ave. Madison, WI 53704-5002 ",2018-05-01 18:07:26
Dodge,53039,"199 County Road DF Juneau, WI 53039 ",2018-05-01 18:07:26
Door,54235,"421 Nebraska St. Sturgeon Bay, WI 54235 ",2018-05-01 18:07:26
Douglas,54880,"1805 North 14th St., Suite 4 Superior, WI 54880 ",2018-05-01 18:07:26
Dunn,54751,"3001 State Hwy 12E Menomonie, WI 54751 ",2018-05-01 18:07:26
Eau Claire,54703,"720 2nd Ave. Eau Claire, WI 54703 ",2018-05-01 18:07:26
Florence,54121,"501 Lake Ave. Florence, WI 54121 ",2018-05-01 18:07:26
Fond du Lac,54935,"160 South Macy St. Fond du Lac, WI 54935 ",2018-05-01 18:07:26
Forest,54520,"200 East Madison St., Courthouse Crandon, WI 54520 ",2018-05-01 18:07:26
Forest,54520,"Mole Lake Health Office 3144 Vanzile Road Crandon, WI 54520 ",2018-05-01 18:07:26
Forest,54520,"8201 Mish Ko Swen Drive Crandon, WI 54520 ",2018-05-01 18:07:26
Grant,53813,"111 S. Jefferson St. Lancaster, WI 53813 ",2018-05-01 18:07:26
Green,53566,"N3150 Hwy 81 Monroe, WI 53566 ",2018-05-01 18:07:26
Green Lake,54982,"400 South Townline Road Wautoma, WI 54982 ",2018-05-01 18:07:26
Iowa,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2018-05-01 18:07:26
Iron,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2018-05-01 18:07:26
Jackson,54615,"421 County Road R Black River Falls, WI 54615 ",2018-05-01 18:07:26
Jackson,54615,"Black River Falls Health Office 6520 Lumberjack Guy Road Black River Falls, WI 54615 ",2018-05-01 18:07:26
Jefferson,53549,"1541 Annex Road Jefferson, WI 53549 ",2018-05-01 18:07:26
Juneau,53948,"200 Hickory Street Mauston, WI 53948 ",2018-05-01 18:07:26
Kenosha,53143,"2000 63rd St. Kenosha, WI 53143 ",2018-05-01 18:07:26
Kewaunee,54216,"810 Lincoln St. Kewaunee, WI 54216 ",2018-05-01 18:07:26
La Crosse,54601,"300 Fourth St. North La Crosse, WI 54601 ",2018-05-01 18:07:26
Lafayette,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2018-05-01 18:07:26
Langlade,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2018-05-01 18:07:26
Lincoln,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2018-05-01 18:07:26
Manitowoc,54220,1028 S. 9th St. Manitowoc WI 54220 ,2018-05-01 18:07:26
Marathon,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2018-05-01 18:07:26
Marinette,54143,"2500 Hall Ave., Suite C Marinette, WI 54143 ",2018-05-01 18:07:26
Marquette,54982,"400 South Townline Road Wautoma, WI 54982 ",2018-05-01 18:07:26
Menominee,54135,"PO Box 970 W3275 Wolf River Road Keshena, WI 54135 ",2018-05-01 18:07:26
Milwaukee,53214,"7120 West National Ave. West Allis, WI 53214 ",2018-05-01 18:07:26
Milwaukee,53116,"5050 S. Lake Drive Cudahy, WI 53116 ",2018-05-01 18:07:26
Milwaukee,53220,"7325 West Forest Home Ave. Greenfield, WI 53220 ",2018-05-01 18:07:26
Milwaukee,53233,"1218 West Kilbourn Ave, Suite 207 Milwaukee, WI 53233 ",2018-05-01 18:07:26
Milwaukee,53204,"1337 South Cesar Chavez Drive Milwaukee, WI 53204 ",2018-05-01 18:07:26
Milwaukee,53215,"1445 South 32nd St. Milwaukee, WI 53215 ",2018-05-01 18:07:26
Milwaukee,53218,"Northwest Health Center 7630 West Mill Road Milwaukee, WI 53218 ",2018-05-01 18:07:26
Milwaukee,53216,"Keenan WIC Project 3200 N 36th St. Milwaukee, WI 53216 ",2018-05-01 18:07:26
Milwaukee,53204,"South Side Health Center (SSHC) 1639 S. 23rd St., First Floor Milwaukee, WI 53204 ",2018-05-01 18:07:26
Milwaukee,53212,"2555 North Dr. Martin Luther King Jr. Drive Milwaukee, WI 53212 ",2018-05-01 18:07:26
Milwaukee,53206,"3882 North Teutonia Ave. Milwaukee, WI 53206 ",2018-05-01 18:07:26
Milwaukee,53216,"5825 West Capitol Drive Milwaukee, WI 53216 ",2018-05-01 18:07:26
Milwaukee,53208,"4630 W. North Ave. Milwaukee, WI 53208 ",2018-05-01 18:07:26
Monroe,54656,"315 West Oak St., Suite B Sparta, WI 54656 ",2018-05-01 18:07:26
Oconto,54153,"501 Park Ave. Oconto, WI 54153 ",2018-05-01 18:07:26
Oneida,54501,"100 West Keenan St. Rhinelander, WI 54501 ",2018-05-01 18:07:26
Outagamie,54911,"320 South Walnut St. Appleton, WI 54911 ",2018-05-01 18:07:26
Ozaukee,53074,"121 W. Main St. Port Washington, WI 53074 ",2018-05-01 18:07:26
Pepin,54011,"412 W Kinne St Ellsworth, WI 54011 ",2018-05-01 18:07:26
Pierce,54011,"412 West Kinne St. Ellsworth, WI 54011 ",2018-05-01 18:07:26
Polk,54810,"100 Polk County Plaza Suite 180 Balsam Lake, WI 54810 ",2018-05-01 18:07:26
Polk,54893,"St. Croix Tribal Center 4040 State Road 70 Webster, WI 54893 ",2018-05-01 18:07:26
Portage,54481,"817 Whiting Ave. Stevens Point, WI 54481 ",2018-05-01 18:07:26
Price,54555,"104 South Eyder Ave. Phillips, WI 54555 ",2018-05-01 18:07:26
Racine,53404,"Health and Nutrition Service of Racine, Inc. 2316 Rapids Drive Racine, WI 53404 ",2018-05-01 18:07:26
Richland,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2018-05-01 18:07:26
Rock,53545,"32 East Racine St, Janesville, WI 53545 ",2018-05-01 18:07:26
Rock,53511,"46 Eclipse Center Beloit, WI 53511-3550 Phone: 608-362-1566 Fax: 608-362-6310 Email: nutrition53511@sbcglobal.net Website: www.nhawic.org",2018-05-01 18:07:26
Rusk,54848,"311 Miner Ave. East, Suite C220 Ladysmith, WI 54848 ",2018-05-01 18:07:26
St. Croix,54017,"1752 Dorset Lane New Richmond, WI 54017 ",2018-05-01 18:07:26
Sauk,53913,"505 Broadway Baraboo, WI 53913 ",2018-05-01 18:07:26
Sauk,53913,"Ho Chunk House of Wellness Center S2845 White Eagle Road Baraboo, WI 53913 ",2018-05-01 18:07:26
Sawyer,10610,"10610 Main St., Suite 224 Hayward, WI 54843 ",2018-05-01 18:07:26
Sawyer,13380,"Lac Courte Oreilles Tribal Health Center 13380 W. Trepania Road Hayward, WI 54843 ",2018-05-01 18:07:26
Shawano,54166,"311 North Main St., Courthouse Shawano, WI 54166 ",2018-05-01 18:07:26
Shawano,12802,"Stockbridge-Munsee Wellness Center W12802 County Highway A Bowler, WI 54416 ",2018-05-01 18:07:26
Sheboygan,53081,"1011 North 8th St. Sheboygan, WI 53081 ",2018-05-01 18:07:26
Taylor,54451,"224 South 2nd St. Medford, WI 54451 ",2018-05-01 18:07:26
Trempealeau,36245,"36245 Main St. Whitehall, WI 54773 ",2018-05-01 18:07:26
Vernon,54655,"318 Fairlane Drive (County Hwy BB) PO BOX 209 Viroqua, WI 54655-6138 ",2018-05-01 18:07:26
Vilas,54521,"330 Court Street. Eagle River, WI 54521 ",2018-05-01 18:07:26
Vilas,54538,"Peter Christensen Health Center 129 Old Abe Road Lac du Flambeau, WI 54538 ",2018-05-01 18:07:26
Walworth,53121,"W4051 County Road NN, PO Box 1005 Elkhorn, WI 53121 ",2018-05-01 18:07:26
Washburn,54801,"222 Oak St. Spooner, WI 54801 ",2018-05-01 18:07:26
Washington,53095,"333 East Washington St., Suite 1100 PO Box 2003 West Bend, WI 53095-2003 ",2018-05-01 18:07:26
Waukesha,53188,"514 Riverview Ave. Waukesha, WI 53188 ",2018-05-01 18:07:26
Waupaca,54981,"811 Harding St. Waupaca, WI 54981 ",2018-05-01 18:07:26
Waushara,54982,"400 South Townline Rd Wautoma, WI 54982 ",2018-05-01 18:07:26
Winnebago,54901,"112 Otter Ave. PO Box 2808 Oshkosh, WI 54901-5008 ",2018-05-01 18:07:26
Winnebago,54956,"211 N. Commercial St. Neenah, WI 54956 ",2018-05-01 18:07:26
Wood,54495,"111 W. Jackson St. Wisconsin Rapids, WI 54495 ",2018-05-01 18:07:26
Wood,54457,"Nekoosa Health Office 1021 County Hwy. G Nekoosa, WI 54457 ",2018-05-01 18:07:26
Adams,53948,"200 Hickory Street Mauston, WI 53948 ",2016-08-01 02:53:58
Ashland,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2016-08-01 02:53:58
Ashland,53585,"Bad River Health Center 53585 Nokomis Road Ashland, WI 54806 ",2016-08-01 02:53:58
Barron,54812,"335 E. Monroe Ave., Room 338 Barron, WI 54812 ",2016-08-01 02:53:58
Barron,54893,"St. Croix Tribal Center 4404 State Road 70 Webster, WI 54893 ",2016-08-01 02:53:58
Bayfield,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2016-08-01 02:53:58
Bayfield,36745,"Red Cliff Community Health 36745 Aiken Road Bayfield, WI 54814 ",2016-08-01 02:53:58
Brown,54301,"622 Bodart St. Green Bay, WI 54301 ",2016-08-01 02:53:58
Brown,54155,"525 Airport Road PO Box 365 Oneida, WI 54155 ",2016-08-01 02:53:58
Buffalo,54610,"407 S. 2nd St. Alma, WI 54610 ",2016-08-01 02:53:58
Burnett,24467,"24467 State Road 35 70 Siren, WI 54872 ",2016-08-01 02:53:58
Burnett,54893,"St. Croix Tribal Health Center 4404 State Road 70 Webster, WI 54893 ",2016-08-01 02:53:58
Calumet,53014,"206 Court St. Chilton, WI 53014 ",2016-08-01 02:53:58
Chippewa,54729,"711 North Bridge St. Chippewa Falls, WI 54729 ",2016-08-01 02:53:58
Clark,54460,"W4266 CTH X Owen, WI 54460 ",2016-08-01 02:53:58
Columbia,53901,"111 E. Mullett St. Portage, WI 53901 ",2016-08-01 02:53:58
Crawford,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2016-08-01 02:53:58
Dane,53704,"2705 E. Washington Ave. Madison, WI 53704-5002 ",2016-08-01 02:53:58
Dodge,53039,"199 County Road DF Juneau, WI 53039 ",2016-08-01 02:53:58
Door,54235,"421 Nebraska St. Sturgeon Bay, WI 54235 ",2016-08-01 02:53:58
Douglas,54880,"1805 North 14th St., Suite 4 Superior, WI 54880 ",2016-08-01 02:53:58
Dunn,54751,"3001 State Hwy 12E Menomonie, WI 54751 ",2016-08-01 02:53:58
Eau Claire,54703,"720 2nd Ave. Eau Claire, WI 54703 ",2016-08-01 02:53:58
Florence,54121,"501 Lake Ave. Florence, WI 54121 ",2016-08-01 02:53:58
Fond du Lac,54935,"160 South Macy St. Fond du Lac, WI 54935 ",2016-08-01 02:53:58
Forest,54520,"200 East Madison St., Courthouse Crandon, WI 54520 ",2016-08-01 02:53:58
Forest,54520,"Mole Lake Health Office 3144 Vanzile Road Crandon, WI 54520 ",2016-08-01 02:53:58
Forest,54520,"8201 Mish Ko Swen Drive Crandon, WI 54520 ",2016-08-01 02:53:58
Grant,53813,"111 S. Jefferson St. Lancaster, WI 53813 ",2016-08-01 02:53:58
Green,53566,"N3150 Hwy 81 Monroe, WI 53566 ",2016-08-01 02:53:58
Green Lake,54982,"400 South Townline Road Wautoma, WI 54982 ",2016-08-01 02:53:58
Iowa,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2016-08-01 02:53:58
Iron,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2016-08-01 02:53:58
Jackson,54615,"421 County Road R Black River Falls, WI 54615 ",2016-08-01 02:53:58
Jackson,54615,"Black River Falls Health Office 6520 Lumberjack Guy Road Black River Falls, WI 54615 ",2016-08-01 02:53:58
Jefferson,53549,"1541 Annex Road Jefferson, WI 53549 ",2016-08-01 02:53:58
Juneau,53948,"200 Hickory Street Mauston, WI 53948 ",2016-08-01 02:53:58
Kenosha,53143,"2000 63rd St. Kenosha, WI 53143 ",2016-08-01 02:53:58
